feature importance	biomolecule
0	Plasmenyl-PC P-16:0_22:6_RT_22.172
0	PC 39:6_RT_22.203
0	PC 40:6_RT_22.209
0	PC 35:5_RT_22.224
0	PI 18:1_18:0_RT_22.232
0	PE 38:5_RT_22.233
0	PC 40:8_RT_22.254
0	PC 33:3_RT_22.262
0	PE 18:2_18:1_RT_22.266
0	PC 38:5_RT_22.276
0	DG 14:1_18:2_RT_22.279
0	Plasmanyl-PC O-38:6_RT_22.306
0	SM d36:1_RT_22.311
0	PC 16:0_16:0_RT_22.328
0	PC 40:7_RT_22.336
0	Plasmanyl-PC O-36:5_RT_22.337
0	Plasmenyl-PC P-16:0_20:4_RT_22.338
0	PC 38:4_RT_22.339
0	PC O-40:7_RT_22.343
0	PC 37:4_RT_22.345
0	PC 35:2_RT_22.357
0	Plasmanyl-PC O-34:3_RT_22.376
0	Plasmenyl-PC P-16:0_18:2_RT_22.378
0	PE 18:1_22:5_RT_22.405
0	PC 40:6_RT_22.445
0	PC O-40:6_RT_22.452
0	PC 33:1_RT_22.457
0	Plasmanyl-PC O-31:0_RT_22.46
0	PI 18:0_20:2_RT_22.466
0	PE 36:3_RT_22.469
0	DG 14:0_18:3_RT_22.47
0	PC 39:5_RT_22.483
0	PC 37:3_RT_22.493
0	Plasmanyl-PC O-38:6_RT_22.494
0	Plasmenyl-PC P-38:5_RT_22.497
0	PC 36:3_RT_22.509
0	Plasmenyl-PE P-16:0_22:6_RT_22.524
0	PC 36:4_RT_22.532
0	PC 35:5_RT_22.592
0	PE 38:5_RT_22.592
0	PC 16:0_22:4_RT_22.611
0	SM d38:2_RT_22.612
0	Plasmenyl-PC P-38:4_RT_22.616
0	Plasmanyl-PC O-38:5_RT_22.618
0	Plasmanyl-PC O-36:3_RT_22.645
0	Plasmenyl-PC P-18:0_18:2_RT_22.645
0	PE 38:4_RT_22.648
0	PE 17:0_20:4_RT_22.654
0	DG 28:0_RT_22.656
0	SM d37:1_RT_22.66
0	PE 17:0_18:2_RT_22.672
0	PC 37:7_RT_22.684
0	PC 16:0_17:0_RT_22.686
0	PS 18:1_18:0_RT_22.687
0	DG 16:1_18:3_RT_22.689
0	Plasmenyl-PE P-18:1_22:6_RT_22.691
0	Plasmenyl-PE P-16:0_20:4_RT_22.692
0	SM d42:6_RT_22.699
0	SM d40:3_RT_22.716
0	Plasmenyl-PE P-16:0_18:2_RT_22.736
0	PC 39:5_RT_22.748
0	PC 17:0_20:3_RT_22.751
0	PC 38:5_RT_22.755
0	SM d36:0_RT_22.758
0	Plasmanyl-PC O-36:4_RT_22.759
0	PC O-40:6_RT_22.763
0	Plasmenyl-PC P-18:0_22:5_RT_22.764
0	Plasmanyl-PC O-40:6_RT_22.804
0	PC 39:5_RT_22.818
0	PE O-36:3_RT_22.824
0	Plasmenyl-PC P-18:0_22:5_RT_22.836
0	Plasmanyl-PC O-38:6_RT_22.844
0	DG 30:1_RT_22.848
0	Plasmenyl-PE P-38:5_RT_22.849
0	PC 42:7_RT_22.86
0	PE 16:0_18:1_RT_22.866
0	PC O-36:3_RT_22.866
0	PE 16:0_22:4_RT_22.895
0	PC 18:0_20:4_RT_22.908
0	SM d37:1_RT_22.944
0	PC 18:2_18:0_RT_22.946
0	Plasmenyl-PE P-38:4_RT_22.95
0	Plasmenyl-PE P-18:0_18:2_RT_22.986
0	PC 38:5_RT_22.988
0	Plasmenyl-PC P-16:0_16:0_RT_22.993
0	Plasmanyl-PC O-32:1_RT_22.998
0	Plasmanyl-PC O-38:5_RT_23.005
0	PC O-42:6_RT_23.02
0	Plasmanyl-PC O-38:4_RT_23.024
0	Plasmenyl-PC P-18:0_20:3_RT_23.024
0	PC 38:2_RT_23.029
0	PC 38:3_RT_23.032
0	PC 33:2_RT_23.048
0	PC 40:5_RT_23.057
0	Plasmanyl-PC O-16:0_16:0_RT_23.059
0	DG 32:2_RT_23.06
0	Plasmanyl-PC O-35:2_RT_23.063
0	PC 17:0_20:3_RT_23.063
0	Plasmanyl-PC O-34:3_RT_23.064
0	PC 37:6_RT_23.069
0	PS 18:0_18:0_RT_23.07
0	Plasmanyl-PC O-40:6_RT_23.104
0	PC 17:0_18:1_RT_23.126
0	PC 42:6_RT_23.162
0	Plasmenyl-PC P-16:0_22:4_RT_23.168
0	PC O-42:6_RT_23.169
0	Plasmanyl-PC O-38:5_RT_23.174
0	Plasmenyl-PE P-38:5_RT_23.176
0	Plasmenyl-PC P-34:1_RT_23.185
0	PC 39:4_RT_23.189
0	PC 37:7_RT_23.205
0	Plasmanyl-PC O-34:1_RT_23.208
0	PC 35:4_RT_23.212
0	PE 18:0_20:4_RT_23.214
0	Plasmenyl-PC P-34:0_RT_23.221
0	SM d41:3_RT_23.226
0	PC 18:2_19:0_RT_23.234
0	PC 33:2_RT_23.238
0	PE 36:2_RT_23.241
0	Plasmanyl-PC O-16:0_22:4_RT_23.273
0	PC O-40:6_RT_23.301
0	PC 40:6_RT_23.31
0	Plasmanyl-PC O-33:1_RT_23.321
0	Plasmenyl-PE P-18:1_22:5_RT_23.328
0	PC 37:5_RT_23.337
0	PE 40:5_RT_23.338
0	Plasmenyl-PC P-18:0_18:1_RT_23.399
0	Plasmanyl-PC O-36:2_RT_23.4
0	PC 18:0_22:5_RT_23.405
0	Plasmenyl-PC P-18:0_22:4_RT_23.405
0	PC 42:8_RT_23.406
0	Plasmanyl-PC O-40:6_RT_23.422
0	PC 42:6_RT_23.452
0	PC 19:0_20:4_RT_23.456
0	Plasmenyl-PC P-18:0_20:4_RT_23.463
0	Plasmanyl-PC O-38:5_RT_23.466
0	PC 16:0_18:0_RT_23.478
0	PC O-42:6_RT_23.478
0	PC 18:2_19:0_RT_23.482
0	Plasmenyl-PE P-16:0_22:4_RT_23.483
0	Plasmanyl-PC O-38:6_RT_23.499
0	Plasmenyl-PE P-34:1_RT_23.503
0	SM d38:1_RT_23.507
0	Plasmanyl-PC O-36:3_RT_23.509
0	Plasmenyl-PC P-18:0_18:2_RT_23.51
0	PC O-40:6_RT_23.572
0	Plasmanyl-PC O-18:0_20:4_RT_23.573
0	Plasmanyl-PE O-34:1_RT_23.577
0	PE 18:0_20:3_RT_23.582
0	PC 35:3_RT_23.583
0	Plasmanyl-PE O-16:0_22:4_RT_23.583
0	Plasmanyl-PC O-18:0_18:2_RT_23.604
0	Plasmanyl-PC O-33:0_RT_23.608
0	Plasmenyl-PE P-18:0_22:6_RT_23.611
0	PC 18:0_20:3_RT_23.612
0	Plasmanyl-PC O-40:5_RT_23.631
0	PC 18:1_18:0_RT_23.662
0	PC 18:0_22:4_RT_23.674
0	PE 18:0_22:5_RT_23.68
0	Plasmenyl-PE P-18:0_22:5_RT_23.722
0	DG 15:0_18:2_RT_23.724
0	SM d40:2_RT_23.731
0	PC 38:2_RT_23.745
0	SM d42:3_RT_23.747
0	SM d44:6_RT_23.762
0	PC 35:0_RT_23.777
0	Plasmenyl-PE P-18:0_20:4_RT_23.778
0	DG 14:0_16:0_RT_23.781
0	SM d39:1_RT_23.786
0	Plasmanyl-PC O-38:4_RT_23.794
0	PC 39:3_RT_23.807
0	Plasmenyl-PE P-18:0_18:2_RT_23.828
0	Plasmenyl-PC P-18:0_20:3_RT_23.833
0	Plasmanyl-PC O-42:6_RT_23.839
0	PC 42:5_RT_23.841
0	PC 18:0_20:2_RT_23.863
0	SM d38:0_RT_23.871
0	Plasmanyl-PE O-18:0_20:4_RT_23.874
0	Plasmanyl-PC O-40:4_RT_23.882
0	Plasmenyl-PE P-18:0_22:5_RT_23.887
0	DG 17:1_18:2_RT_23.889
0	PE 18:0_20:3_RT_23.897
0	Cer[NS] d36:1_RT_23.898
0	Plasmanyl-PC O-40:6_RT_23.903
0	Plasmanyl-PE O-18:0_18:2_RT_23.91
0	SM d40:1_RT_23.912
0	Plasmanyl-PC O-18:0_20:3_RT_23.932
0	PE 18:0_22:4_RT_23.937
0	PC 37:4_RT_23.937
0	PE 18:1_18:0_RT_23.938
0	PC 37:7_RT_23.94
0	DG 32:1_RT_23.942
0	HexCer[NS] d38:1_RT_23.952
0	PC 20:4_20:0_RT_23.954
0	Plasmanyl-PE O-18:0_22:5_RT_23.979
0	PC 42:5_RT_23.995
0	PC O-42:5_RT_23.998
0	PC 40:3_RT_24.001
0	Plasmanyl-PC O-18:0_22:5_RT_24.009
0	PE-NMe2 36:2_RT_24.015
0	SM d41:2_RT_24.027
0	SM d39:1_RT_24.033
0	Plasmanyl-PC O-34:1_RT_24.047
0	SM d43:3_RT_24.049
0	Plasmanyl-PC O-18:0_16:0_RT_24.118
0	SM d42:2_RT_24.136
0	PC 37:1_RT_24.136
0	PE 38:2_RT_24.142
0	HexCer[NS] d40:2_RT_24.145
0	Plasmenyl-PE P-18:0_20:3_RT_24.153
0	HexCer[NS] d42:3_RT_24.167
0	PE 20:4_20:0_RT_24.174
0	Plasmanyl-PC O-42:5_RT_24.186
0	Plasmenyl-PC P-18:0_18:1_RT_24.192
0	Plasmanyl-PC O-36:2_RT_24.198
0	Plasmenyl-PE P-18:0_22:5_RT_24.199
0	SM d43:3_RT_24.219
0	SM d41:2_RT_24.231
0	Plasmanyl-PC O-18:0_22:4_RT_24.264
0	PC O-42:6_RT_24.271
0	Plasmanyl-PC O-36:1_RT_24.274
0	PC 20:3_20:0_RT_24.291
0	PC O-38:1_RT_24.34
0	SM d39:0_RT_24.371
0	DG 33:1_RT_24.417
0	PC 42:4_RT_24.417
0	Plasmenyl-PC P-20:0_20:4_RT_24.437
0	Plasmanyl-PC O-42:6_RT_24.441
0	Plasmanyl-PC O-40:5_RT_24.445
0	PC 36:0_RT_24.458
0	Plasmenyl-PE P-18:0_22:4_RT_24.465
0	Plasmenyl-PE P-18:0_18:1_RT_24.502
0	SM d40:1_RT_24.508
0	Plasmanyl-PC O-20:0_20:4_RT_24.538
0	Plasmanyl-PC O-40:5_RT_24.539
0	Plasmanyl-PE O-18:0_22:4_RT_24.552
0	PC O-42:6_RT_24.558
0	PC 38:1_RT_24.568
0	Plasmenyl-PE P-20:0_22:6_RT_24.57
0	Plasmanyl-PC O-20:0_18:2_RT_24.576
0	Plasmanyl-PE O-18:0_18:1_RT_24.577
0	Plasmanyl-PC O-40:3_RT_24.597
0	DG 35:2_RT_24.614
0	Plasmanyl-PC O-40:5_RT_24.615
0	PC 40:2_RT_24.655
0	SM d44:3_RT_24.711
0	Plasmenyl-PE P-20:0_20:4_RT_24.738
0	SM d43:2_RT_24.77
0	Plasmenyl-PE P-20:0_18:2_RT_24.795
0	Plasmanyl-PC O-42:4_RT_24.809
0	SM d40:0_RT_24.855
0	SM d42:1_RT_24.856
0	PC 44:5_RT_24.87
0	Plasmanyl-PC O-42:5_RT_24.887
0	DG 16:0_18:1_RT_24.907
0	HexCer[NS] d42:2_RT_24.911
0	Cer[NS] d38:1_RT_24.924
0	PC 40:2_RT_24.93
0	Cer[NS] d40:2_RT_24.951
0	SM d43:2_RT_24.976
0	Plasmanyl-PC O-36:0_RT_25.084
0	Cer[NS] d40:2_RT_25.12
0	Cer[NS] d42:3_RT_25.127
0	Plasmanyl-PC O-38:1_RT_25.193
0	Plasmanyl-PC O-42:4_RT_25.199
0	Plasmanyl-PC O-38:1_RT_25.236
0	Plasmanyl-PC O-40:2_RT_25.247
0	SM d41:0_RT_25.35
0	Plasmanyl-PC O-42:5_RT_25.394
0	DG 17:0_18:1_RT_25.411
0	HexCer[NS] d41:1_RT_25.415
0	Cer[NS] d41:2_RT_25.439
0	Cer[NS] d39:1_RT_25.449
0	SM d44:2_RT_25.47
0	Plasmanyl-PC O-40:2_RT_25.55
0	Cer[NS] d41:2_RT_25.636
0	SM d43:1_RT_25.778
0	Plasmanyl-PC O-44:4_RT_25.82
0	SM d42:0_RT_25.856
0	HexCer[NS] d42:1_RT_25.911
0	Cer[NS] d42:2_RT_25.936
0	Cer[NS] d40:1_RT_25.948
0	Cer[NS] d42:1_RT_25.987
0	Cer[NS] d40:0_RT_25.992
0	SM d43:1_RT_25.994
0	Plasmanyl-PC O-40:1_RT_26.064
0	Cer[NS] d42:2_RT_26.152
0	Plasmanyl-PC O-42:2_RT_26.202
0	Cer[NS] d41:1_RT_26.473
0	SM d44:1_RT_26.502
0	TG 12:0_12:0_18:3_RT_26.893
0	Cer[NS] d44:2_RT_26.955
0	Cer[NS] d42:1_RT_26.996
0	TG 12:0_12:0_14:0_RT_27.15
0	Cer[NS] d43:1_RT_27.519
0	TG 12:0_12:0_18:2_RT_27.539
0	TG 8:0_15:0_16:0_RT_27.751
0	Cer[NS] d44:1_RT_28.019
0	TG 42:1_RT_28.302
0	TG 12:0_16:1_16:1_RT_28.529
0	TG 46:3_RT_28.628
0	TG 10:0_15:0_16:0_RT_28.707
0	TG 18:3_18:3_18:2_RT_28.754
0	TG 16:1_18:3_18:2_RT_29.232
0	TG 44:1_RT_29.294
0	TG 18:3_18:2_18:2_RT_29.411
0	TG 46:2_RT_29.48
0	TG 48:3_RT_29.583
0	TG 51:5_RT_29.619
0	TG 17:2_18:2_18:2_RT_29.663
0	TG 16:1_16:1_18:2_RT_29.802
0	TG 48:3_RT_29.81
0	TG 16:1_18:2_18:2_RT_29.902
0	TG 47:2_RT_29.947
0	TG 15:0_16:1_18:2_RT_30.074
0	TG 16:0_18:3_18:2_RT_30.1
0	CE 18:4_RT_30.28
0	TG 51:4_RT_30.291
0	TG 46:1_RT_30.294
0	TG 48:2_RT_30.454
0	TG 45:0_RT_30.509
0	TG 48:2_RT_30.519
0	TG 50:3_RT_30.586
0	TG 16:1_18:2_18:1_RT_30.661
0	CE 20:5_RT_30.667
0	TG 52:4_RT_30.801
0	TG 47:1_RT_30.807
0	TG 51:3_RT_31.108
0	CE 18:3_RT_31.121
0	TG 53:4_RT_31.174
0	TG 18:1_18:1_22:6_RT_31.185
0	TG 53:4_RT_31.269
0	TG 48:1_RT_31.337
0	TG 50:2_RT_31.422
0	CE 20:4_RT_31.508
0	TG 16:0_18:2_18:1_RT_31.632
0	TG 18:2_18:1_18:1_RT_31.726
0	CE 16:1_RT_31.781
0	TG 56:5_RT_31.858
0	TG 18:1_18:1_22:5_RT_31.889
0	TG 16:0_17:1_18:2_RT_31.898
0	TG 17:1_18:2_18:1_RT_31.917
0	CE 22:5_RT_31.95
0	TG 53:3_RT_31.991
0	CE 18:2_RT_32.007
0	TG 51:2_RT_32.097
0	CE 20:4_RT_32.113
0	TG 53:3_RT_32.165
0	TG 18:1_18:1_20:3_RT_32.204
0	CE 20:3_RT_32.238
0	TG 18:1_18:1_22:4_RT_32.271
0	TG 51:1_RT_32.371
0	TG 53:2_RT_32.438
0	TG 16:0_18:1_18:1_RT_32.478
0	TG 56:5_RT_32.535
0	TG 52:2_RT_32.632
0	TG 16:0_16:0_17:0_RT_32.646
0	TG 54:3_RT_32.648
0	TG 56:4_RT_32.689
0	TG 17:1_18:1_18:1_RT_32.765
0	TG 18:2_18:2_20:0_RT_32.878
0	TG 17:0_18:1_18:1_RT_32.945
0	CE 18:1_RT_32.982
0	CE 20:2_RT_33.113
0	TG 18:2_18:2_21:0_RT_33.237
0	TG 53:1_RT_33.321
0	TG 54:2_RT_33.383
0	TG 18:1_18:1_20:1_RT_33.426
0	TG 18:1_18:1_18:1_RT_33.491
0	TG 58:4_RT_33.492
0	TG 16:0_17:1_18:0_RT_33.516
0	TG 17:0_18:1_18:0_RT_33.554
0	Alkanyl-TG O-16:0_16:0_16:0_RT_33.637
0	TG 18:2_18:2_24:1_RT_33.654
0	Alkenyl-TG P-50:0_RT_33.665
0	TG 16:0_17:0_18:0_RT_33.68
0	Alkenyl-TG P-52:1_RT_33.685
0	TG 18:2_18:2_22:0_RT_33.689
0	TG 53:1_RT_33.714
0	TG 18:1_18:1_19:0_RT_33.727
0	Alkenyl-TG P-18:0_18:1_18:1_RT_33.737
0	CE 18:0_RT_33.917
0	TG 18:2_18:2_23:0_RT_34.024
0	TG 56:2_RT_34.062
0	TG 18:2_18:1_23:0_RT_34.141
0	TG 18:2_18:1_24:1_RT_34.162
0	TG 58:3_RT_34.198
0	TG 18:2_18:2_24:0_RT_34.336
0	TG 17:0_18:0_18:0_RT_34.344
0	TG 57:2_RT_34.449
0	TG 18:2_18:1_23:0_RT_34.495
0	TG 18:2_18:2_25:0_RT_34.617
0	TG 18:1_18:1_23:0_RT_34.637
0	TG 18:1_18:1_24:1_RT_34.644
0	TG 18:1_18:1_26:2_RT_34.687
0	TG 16:0_18:1_23:0_RT_34.914
0	TG 18:1_18:1_23:0_RT_34.956
0	TG 18:2_18:1_25:0_RT_35.015
0	TG 18:2_18:1_26:0_RT_35.131
0	TG 16:0_16:0_24:0_RT_35.146
0	TG 18:1_18:1_24:0_RT_35.175
0	"1,2-Propanediol, 2TMS derivative RT5.872253"
0	"Propanoic acid, 2-(methoxyimino)- RT6.55182"
0	"2-Hydroxybutyric acid, 2TMS derivative RT7.639387"
0	Methylphenol RT8.024749
0	L-Leucine RT8.057321
0	"3-Hydroxybutyric acid, 2TMS derivative RT8.103591"
0	C4H9NO2 RT8.262165_2-Aminobutyric acid 2TMS
0	3-hydroxyisovaleric acid 2TMS RT8.767878
0	2-Ketoisocaproic acid mo-tms RT8.802217
0	"L-Valine, 2TMS derivative RT8.840117"
0	"L-Serine, 2TMS derivative RT9.393601"
0	Phosphoric acid RT9.570223
0	"Glycerol, 3TMS derivative RT9.590666"
0	"L-Isoleucine, 2TMS derivative RT9.853387"
0	"L-Proline, 2TMS derivative RT9.926992"
0	"Glycine, 3TMS derivative RT10.031162"
0	Succinic acid 2TMS
0	"Glyceric acid, 3TMS derivative RT10.30265"
0	"2,3-Dihydroxybutanoic acid, tris(trimethylsilyl)- RT10.455827"
0	"L-Threonine, 3TMS derivative RT10.986218"
0	Sugar RT11.180625
0	"Aspartic acid, 3TMS derivative RT11.991212"
0	"Malic acid, 3TMS derivative RT12.182088"
0	Sugar RT12.311732
0	Sugar RT12.405521
0	Salicylic acid
0	"L-Methionine, 2TMS derivative RT12.546672"
0	L-Pyroglutamic acid RT12.572016
0	Iminodiacetic acid RT12.666785
0	"Creatinine, 3TMS Derivative RT12.941566"
0	"L-Threonic acid, tris(trimethylsilyl) ether, trimethylsilyl ester RT12.967171"
0	"L-Glutamic acid, 3TMS derivative RT13.628483"
0	"Hydroxybenzeneacetic acid, 2TMS derivative RT13.857543"
0	Sugar RT14.499155
0	"Indol-5-ol, 2TMS derivative RT14.572634"
0	Sugar RT14.65062
0	"Quinolinic acid, bis(trimethylsilyl) ester RT14.717184"
0	Sugar RT14.882448
0	"L-Glutamine, 3TMS derivative RT15.188844"
0	"Phosphorylethanolamine, 4TMS derivative RT15.271004"
0	Sugar RT15.498817
0	"Hypoxanthine, 2TMS RT15.51998 "
0	"Citric acid, 4TMS derivative RT15.616492"
0	Sugar RT15.948677
0	Sugar RT16.115755
0	Sugar RT16.206201
0	Sugar RT16.252331
0	Sugar RT16.3187
0	Sugar RT16.542108
0	"L-Lysine, N2,N6,N6-tris(trimethylsilyl)-, trimethylsilyl ester RT16.60669"
0	Sugar RT16.657726
0	"Tyrosine, 3TMS derivative RT16.755616"
0	Sugar RT16.902669
0	Sugar RT17.084061
0	Sugar acid RT17.285215
0	Sugar RT17.51909
0	"Palmitic Acid, TMS derivative RT17.715581"
0	Sugar RT17.885434
0	Inositol RT18.082993
0	"Naproxen, TMS derivative RT18.090047"
0	Uric acid RT18.13225
0	L-Kynurenine RT18.688449
0	"Tryptophan, 3TMS derivative RT19.033344"
0	Sugar RT19.222404
0	"Stearic acid, TMS derivative RT19.342316"
0	Pseudo uridine penta-tms RT19.994184
0	Sugar RT22.861927
0	Cholesterol derivative RT25.501888
0	Sugar RT28.077994
0	Xylonic Acid Total
0	Gluconic Acid
0	Mevalonic acid
0	Glyceric Acid
0	Butyric Acid
0	"2,3-dihydroxyisovaleric Acid"
0	2-hydroxy-3-methylbutryic acid
0	Pyruvic and Oxaloacetic Acids
0	Glucosamine 1P
0	Galactose 1P
0	Glycerol 3P
0	Glucose 1P and Mannose 1P
0	Succinic Acid Total
0	Malic Acid
0	Citraconic and Itaconic Acids
0	Erythrose 4P
0	Fructose 6P
0	Mannose 6P
0	Fumaric Acid
0	Sedoheptulose 7P
0	AMP Total
0	6P Gluconic Acid
0	3-Deoxy-2-keto-6P-gluconic Acid
0	2P Glyceric and 3P Glyceric Acids
0	Citric Acid
0	Isocitric Acid
0	Cis-Aconitic Acid
0	Phosphoenolpyruvic Acid
0	Trans-Aconitic Acid
0	ADP Total
0	"Fructose 1,6-bisP"
0	GMP Total
0	"2,3-diP-glyceric Acid Total"
0	ATP Total
0	GDP Total
0	GTP Total
0	A1BG
0	A2M
0	AAAS
0	AACS
0	AAGAB
0	AAK1
0	AAMP
0	AANAT
0	AAR2
0	AARS1
0	AARS2
0	AARSD1
0	AASDH
0	AASDHPPT
0	AASS
0	AATF
0	AATK
0	ABAT
0	ABCA1
0	ABCA10
0	ABCA2
0	ABCA3
0	ABCA5
0	ABCA6
0	ABCA7
0	ABCA9
0	ABCB1
0	ABCB10
0	ABCB4
0	ABCB6
0	ABCB8
0	ABCB9
0	ABCC1
0	ABCC10
0	ABCC11
0	ABCC2
0	ABCC3
0	ABCC4
0	ABCC5
0	ABCC6
0	ABCC9
0	ABCD1
0	ABCD2
0	ABCD3
0	ABCD4
0	ABCE1
0	ABCF1
0	ABCF2
0	ABCF2-H2BE1
0	ABCF3
0	ABCG1
0	ABCG2
0	ABHD10
0	ABHD11
0	ABHD12
0	ABHD12B
0	ABHD13
0	ABHD14A
0	ABHD14B
0	ABHD15
0	ABHD16A
0	ABHD17A
0	ABHD17B
0	ABHD17C
0	ABHD18
0	ABHD2
0	ABHD3
0	ABHD4
0	ABHD5
0	ABHD6
0	ABHD8
0	ABI2
0	ABI3
0	ABITRAM
0	ABL1
0	ABL2
0	ABLIM1
0	ABO
0	ABR
0	ABRACL
0	ABRAXAS1
0	ABRAXAS2
0	ABT1
0	ACAA1
0	ACAA2
0	ACACA
0	ACACB
0	ACAD10
0	ACAD11
0	ACAD8
0	ACAD9
0	ACADM
0	ACADS
0	ACADSB
0	ACADVL
0	ACAP1
0	ACAP2
0	ACAP3
0	ACAT1
0	ACAT2
0	ACBD3
0	ACBD5
0	ACBD6
0	ACBD7
0	ACCS
0	ACD
0	ACE
0	ACER2
0	ACER3
0	ACIN1
0	ACLY
0	ACO1
0	ACO2
0	ACOT1
0	ACOT11
0	ACOT13
0	ACOT2
0	ACOT4
0	ACOT7
0	ACOT8
0	ACOT9
0	ACOX1
0	ACOX2
0	ACOX3
0	ACOXL
0	ACP1
0	ACP2
0	ACP3
0	ACP5
0	ACP6
0	ACRBP
0	ACSBG1
0	ACSF2
0	ACSF3
0	ACSL1
0	ACSL3
0	ACSL4
0	ACSL5
0	ACSL6
0	ACSM1
0	ACSM3
0	ACSS1
0	ACSS2
0	ACSS3
0	ACTA2
0	ACTB
0	ACTG1
0	ACTL10
0	ACTL6A
0	ACTN1
0	ACTN4
0	ACTR10
0	ACTR1A
0	ACTR1B
0	ACTR2
0	ACTR3
0	ACTR3B
0	ACTR3C
0	ACTR5
0	ACTR6
0	ACTR8
0	ACVR1
0	ACVR1B
0	ACVR1C
0	ACVR2A
0	ACVR2B
0	ACVRL1
0	ACY1
0	ACYP1
0	ACYP2
0	ADA
0	ADAL
0	ADAM10
0	ADAM12
0	ADAM15
0	ADAM17
0	ADAM19
0	ADAM22
0	ADAM23
0	ADAM28
0	ADAM8
0	ADAM9
0	ADAMDEC1
0	ADAMTS1
0	ADAMTS10
0	ADAMTS17
0	ADAMTS4
0	ADAMTS6
0	ADAP1
0	ADAP2
0	ADAR
0	ADARB1
0	ADARB2
0	ADAT1
0	ADAT2
0	ADCK1
0	ADCK2
0	ADCK5
0	ADCY3
0	ADCY4
0	ADCY6
0	ADCY7
0	ADCY9
0	ADD1
0	ADD2
0	ADD3
0	ADGRA2
0	ADGRA3
0	ADGRB1
0	ADGRD1
0	ADGRE1
0	ADGRE2
0	ADGRE3
0	ADGRE5
0	ADGRG1
0	ADGRG3
0	ADGRG5
0	ADGRL1
0	ADH5
0	ADHFE1
0	ADI1
0	ADIPOR2
0	ADM
0	ADM2
0	ADNP
0	ADNP2
0	ADO
0	ADORA2A
0	ADORA2B
0	ADORA3
0	ADPGK
0	ADPRH
0	ADPRHL1
0	ADPRS
0	ADRA1A
0	ADRB2
0	ADRM1
0	ADSL
0	ADSS1
0	ADSS2
0	ADTRP
0	AEBP1
0	AEBP2
0	AEN
0	AFAP1
0	AFAP1L1
0	AFAP1L2
0	AFDN
0	AFF1
0	AFF2
0	AFF3
0	AFF4
0	AFG1L
0	AFG3L2
0	AFMID
0	AFTPH
0	AGA
0	AGAP1
0	AGAP2
0	AGAP3
0	AGAP4
0	AGAP6
0	AGBL2
0	AGBL3
0	AGBL5
0	AGER
0	AGFG1
0	AGFG2
0	AGGF1
0	AGL
0	AGMAT
0	AGO1
0	AGO2
0	AGO3
0	AGO4
0	AGPAT1
0	AGPAT2
0	AGPAT3
0	AGPAT4
0	AGPAT5
0	AGPS
0	AGRN
0	AGTPBP1
0	AGTRAP
0	AHCTF1
0	AHCY
0	AHCYL1
0	AHCYL2
0	AHDC1
0	AHI1
0	AHNAK
0	AHR
0	AHRR
0	AHSA1
0	AHSP
0	AICDA
0	AIDA
0	AIF1
0	AIFM2
0	AIFM3
0	AIG1
0	AIM2
0	AIMP1
0	AIMP2
0	AIP
0	AJUBA
0	AK1
0	AK2
0	AK3
0	AK4
0	AK5
0	AK6
0	AK9
0	AKAP10
0	AKAP11
0	AKAP12
0	AKAP13
0	AKAP17A
0	AKAP3
0	AKAP5
0	AKAP6
0	AKAP7
0	AKAP8
0	AKAP8L
0	AKAP9
0	AKIRIN1
0	AKNA
0	AKR1A1
0	AKR1B1
0	AKR1B15
0	AKR1C1
0	AKR1C3
0	AKR7A2
0	AKT1
0	AKT1S1
0	AKT2
0	AKT3
0	AKTIP
0	ALAD
0	ALAS1
0	ALAS2
0	ALCAM
0	ALDH16A1
0	ALDH18A1
0	ALDH1A1
0	ALDH1A2
0	ALDH1B1
0	ALDH1L2
0	ALDH2
0	ALDH3A2
0	ALDH3B1
0	ALDH4A1
0	ALDH5A1
0	ALDH6A1
0	ALDH7A1
0	ALDH8A1
0	ALDH9A1
0	ALDOA
0	ALDOC
0	ALG1
0	ALG10
0	ALG12
0	ALG13
0	ALG14
0	ALG1L2
0	ALG2
0	ALG3
0	ALG5
0	ALG6
0	ALG8
0	ALG9
0	ALKBH1
0	ALKBH2
0	ALKBH4
0	ALKBH5
0	ALKBH6
0	ALKBH7
0	ALKBH8
0	ALMS1
0	ALOX12
0	ALOX15
0	ALOX15B
0	ALOX5
0	ALPK1
0	ALPK3
0	ALPL
0	ALS2
0	ALS2CL
0	ALX3
0	ALYREF
0	AMACR
0	AMBRA1
0	AMD1
0	AMDHD2
0	AMER1
0	AMFR
0	AMIGO1
0	AMIGO2
0	AMIGO3
0	AMMECR1
0	AMMECR1L
0	AMN1
0	AMOT
0	AMOTL1
0	AMPD2
0	AMPD3
0	AMPH
0	AMY2B
0	AMZ2
0	ANAPC1
0	ANAPC10
0	ANAPC11
0	ANAPC13
0	ANAPC15
0	ANAPC16
0	ANAPC2
0	ANAPC4
0	ANAPC5
0	ANAPC7
0	ANG
0	ANGEL1
0	ANGEL2
0	ANGPT1
0	ANK1
0	ANKAR
0	ANKDD1A
0	ANKDD1B
0	ANKEF1
0	ANKFY1
0	ANKH
0	ANKHD1
0	ANKHD1-EIF4EBP3
0	ANKIB1
0	ANKLE1
0	ANKLE2
0	ANKMY1
0	ANKMY2
0	ANKRA2
0	ANKRD10
0	ANKRD11
0	ANKRD12
0	ANKRD13A
0	ANKRD13B
